Consulta de Precios y Stock,,,,,,
,,,,,,
Código,Producto,GENERAL,DEPOSITO,Proveedor,Unidad,Observaciones
1453961,TORTERA T28A PROLIX X 1U,"2,900.00",0.00,VASA,UNIDAD,
1453962,BOLSA PAPEL KRAFT N°3 X 100U,"2,400.00",0.00,VASA,UNIDAD,
1453963,MOLDE BUDIN PAPEL 500GS CON FLEJE X 1U,400.00,0.00,VASA,UNIDAD,
1453964,MOLDE BUDIN PAPEL 500GS CON FLEJE X 10U,"3,000.00",0.00,VASA,UNIDAD,
1453965,CAJA EMPANADAS REFORZADAS X 10U,"1,600.00",0.00,VASA,UNIDAD,
1453966,BOLSAS PPP 15 X 25 X 100U,"3,200.00",0.00,VASA,UNIDAD,
1453967,BOLSAS PPP 15 X 25 X 50U,"2,000.00",0.00,VASA,UNIDAD,
1453968,BOLSAS PPP 15 X 25 X 20U,"1,200.00",0.00,VASA,UNIDAD,
1453969,PLANCHA ACETATO CBX 45X63 X 1U,"4,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
145397,ANTIFAZ VENECIANO C/LENTEJUELA Y FLOR,"4,500.00",0.00,,UNIDAD,
1453970,ANTIFAZ MARIPOSA HOLOGRAF. X 12 U,"3,500.00",0.00,,UNIDAD,
1453971,SET SOLDADO GUERRA C/ACCESORIOS PICULLI,"9,500.00",0.00,,UNIDAD,
1453972,GORRO COYA PAÑO PICULI,"3,500.00",0.00,PICCULI,UNIDAD,
1453973,MANTILLA D.A DE ENCAJE PICCULI GRANDE,"2,900.00",0.00,PICCULI,UNIDAD,
1453974,"DISFRAZ DAMA ANTIGUA T4 PICCULI C/MIRIÑAQUE, MANTILLA Y PEINETA","30,000.00",-2.00,PICCULI,UNIDAD,
1453975,DISFRAZ PAISANA T4/6 PICCULI,"19,900.00",-3.00,PICCULI,UNIDAD,
1453976,PAÑUELO PIRATA PICCULI,"3,500.00",0.00,PICCULI,UNIDAD,
1453977,PANTALON CABALLERO T8/10 PICCULI,"8,000.00",-1.00,PICCULI,UNIDAD,
1453978,CHALECO GAUCHO T4/6 PICCULI,"4,500.00",-2.00,PICCULI,UNIDAD,
1453979,CHALECO GAUCHO T8/10 PICCULI,"5,500.00",-9.00,PICCULI,UNIDAD,
145398,CORBATA BLANCA,"3,500.00",0.00,,UNIDAD,
1453980,POLLERA PAISANA T4/6 PICCULI,"12,000.00",-5.00,PICCULI,UNIDAD,
1453981,POLLERA PAISANA T8/10 PICCULI,"14,000.00",-4.00,PICCULI,UNIDAD,
1453982,DISFRAZ PAISANA T8/10 PICCULI,"22,000.00",-5.00,PICCULI,UNIDAD,
1453983,DISFRAZ NEGRITA T4/6 PICCULI,"19,900.00",-1.00,PICCULI,UNIDAD,
1453984,DISFRAZ NEGRITA T8/10 PICCULI,"22,000.00",-3.00,PICCULI,UNIDAD,
1453985,DISFRAZ NEGRITO T 4/6,"16,000.00",0.00,PICCULI,UNIDAD,
1453986,DISFRAZ NEGRITO T 8/10,"18,000.00",0.00,PICCULI,UNIDAD,
1453987,DISFRAZ VENDEDOR C/PONCHO PICCULI,"18,000.00",-2.00,PICCULI,UNIDAD,
1453988,GORRO GRANADERO TELA PICCULI,"4,500.00",-2.00,PICCULI,UNIDAD,
1453989,CAMISA NEGRITO PICCULI T 8/10,"10,000.00",-3.00,PICCULI,UNIDAD,
145399,ANTIFAZ VENECIANO C/PIEDRA,"4,800.00",0.00,,UNIDAD,
1453990,DISFRAZ DAMA ANTIGUA PICCULI C/MIRIÑAQUE PEINETA Y MANTILLA T/10,"30,000.00",-4.00,PICCULI,UNIDAD,
1453991,ESENCIA VAINILLA 30CC FLEIBOR X 1U,"2,000.00",-3.00,COTILLON CASA ALBERTO,UNIDAD,
1453992,ESENCIA VAINILLA 250CC FLEIBOR X 1U,"4,000.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453993,ESENCIA VAINILLA 110CC FLEIBOR X 1U,"2,500.00",-12.00,COTILLON CASA ALBERTO,UNIDAD,
1453994,ESENCIA VAINILLA 100CC 1 A 1 X 1U,"2,500.00",-2.00,"1A1, CARLOS",UNIDAD,
1453995,CARETA PLASTICA STICH X 1U,"2,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453996,CORTANTE METAL REDONDO LISO N° 2 X 1U,"1,300.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453997,CORTANTE METAL REDONDO LISO N° 3 X 1U,"1,400.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453998,CORTANTE METAL REDONDO LISO N° 4 X 1U,"1,600.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453999,CORTANTE METAL REDONDO LISO N° 6 X 1U,"1,800.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454,VINCHAS PLASTICAS LISAS X 1,350.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
145400,ANTIFAZ VENECIANO RIO C/PLUMA,"3,500.00",0.00,,UNIDAD,
1454000,CORTANTE REDONDO LISO N° 7 X 1U,"2,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454001,CORTANTE METAL REDONDO LISO N° 8 X 1U,"2,100.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454002,CORTANTE METAL REDONDO LISO N° 9 X 1U,"2,300.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454003,BANDERIN BIENVENIDA CON STAMPING X 1U G.M,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454004,BANDERIN BIENVENIDO C/STAMPING X 1U G.M,"3,000.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1454005,CORTINA REVELACION CUADRADOS X 1U,"4,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454006,BANDERIN MI COMUNION C/STAMPING X 1U G.M,"3,400.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454007,SET GLOBOS PAPEL TE AMO X 1U,"4,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454008,ANTEOJO ACRILICO RECTANGULAR X 1U,"3,500.00",-3.00,COTILLON CASA ALBERTO,UNIDAD,
1454009,MINI CHUPETES CRISTAL ROSA X 36U,"3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
145401,ANTIFAZ VENECIANO C/LENTEJUELAS Y PLUMA,"4,900.00",0.00,,UNIDAD,
1454010,MINI CHUPETES CRISTAL CELESTE X 36U,"3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1454011,FAJA GAUCHO TELA GUARDA PAMPA X 1,"7,900.00",-8.00,,UNIDAD,
1454012,CAJA CUBO C/VISOR X1,"2,600.00",-2.00,,UNIDAD,
1454013,"CREMA CHANTILLY BIDON 4,700 KG LEDEVIT X 1U","48,000.00",0.00,LA CASA DE DON LUCAS,UNIDAD,
1454014,CREMA SUAVE LEDEVIT SACHET X 5 LT X 1U,"49,500.00",0.00,LA CASA DE DON LUCAS,UNIDAD,
1454017,AZUCAR IMPALPABLE LODISER BOLSA X 5 KG KEUKEN,"9,800.00",0.00,LA CASA DE DON LUCAS,UNIDAD,
1454018,CAJA BANDEJA DESAYUNO CUADRADA BCA (25X25X6) X 1U,650.00,0.00,TEIXHLER CAJAS,UNIDAD,
1454019,CAJA BANDEJA DESAYUNO CUADRADA MARRON (32X32X6) X 1U,850.00,0.00,TEIXHLER CAJAS,UNIDAD,
145402,ANTIFAZ FLUOR C/FLECOS SURTIDO X10,"2,500.00",0.00,,UNIDAD,
1454020,CAJA BANDEJA DESAYUNO MICRO BASE (31X31X3) X 1U,700.00,0.00,TEIXHLER CAJAS,UNIDAD,
1454021,CAJA BANDEJA DESAYUNO RECTANG. MARRON (40X30X8) X 1U,700.00,0.00,TEIXHLER CAJAS,UNIDAD,
1454022,CAJITA FELIZ BLANCA X 5U COMBO,"3,600.00",0.00,TEIXHLER CAJAS,UNIDAD,
1454023,CAJITA FELIZ COLOR X 5U COMBO,"3,800.00",0.00,SANTA CAJA,UNIDAD,
1454024,CAJITA FELIZ IMPRESA X 5U COMBO,"4,000.00",0.00,SANTA CAJA,UNIDAD,
1454025,CAJA COOKIES CON VISOR ( 10X10X5) X 1U,700.00,0.00,TEIXHLER CAJAS,UNIDAD,
1454026,CAJITA FELIZ BLANCA X 5U COMBO,"3,600.00",0.00,,UNIDAD,
145403,VINCHA C/VELO Y 5 FLORES NEGRA,"4,900.00",0.00,,UNIDAD,
1454030,MOLDE CHAPA PASTA FROLA FIJO N°3 20CM X 1U,"5,800.00",0.00,ESTABLECIMIENTOS METALURGICOS GRACIELA SRL,UNIDAD,
1454031,MOLDE CHAPA PASTA FROLA FIJO N°4 22CM X 1U,"6,000.00",0.00,ESTABLECIMIENTOS METALURGICOS GRACIELA SRL,UNIDAD,
1454032,MOLDE CHAPA TARTA FIJA 24CM X 1U,"5,000.00",-1.00,ESTABLECIMIENTOS METALURGICOS GRACIELA SRL,UNIDAD,
1454033,MOLDE CHAPA TARTA FIJA 26CM X 1U,"5,300.00",0.00,ESTABLECIMIENTOS METALURGICOS GRACIELA SRL,UNIDAD,
1454034,MOLDE CHAPA PASTA FROLA FIJO 30 CM X 1U,"5,600.00",0.00,ESTABLECIMIENTOS METALURGICOS GRACIELA SRL,UNIDAD,
1454035,PIÑATA METALIZADA C/IMAGEN X 1U CAROL,"8,500.00",-1.00,,UNIDAD,
1454036.,PIÑATA METALIZADA C/VOLADOS X 1U JANE,"7,900.00",0.00,JANETH,UNIDAD,
1454037,CUCHARA SUNDAE COLOR CAJA X 1000 U,"23,000.00",-0.10,VASA,UNIDAD,
1454038,VASO NATURAL 1000CC X 100U,"25,800.00",0.00,VASA,UNIDAD,
145404,BOA PLUMAS MALABU,"10,500.00",0.00,,UNIDAD,
1454040,BANANITAS KRUNCH X500,"3,700.00",-10.00,CHIALVO S R L,UNIDAD,
1454041,MOLDE PAPEL BIZCOCHUELO 22CM X 10U,"4,500.00",0.00,VASA,UNIDAD,
1454042,CORTINAS FLUOR,"3,500.00",-1.00,,UNIDAD,
1454044,BOLSA CAMISETA 40X50 EMOJI X 100U APROX,"5,000.00",-1.00,VASA,UNIDAD,
1454045,"GLOBOS LISOS 10"" GLOBOLANDIA X COLOR X 25U","2,700.00",-25.00,GLOBOLANDIA,UNIDAD,
1454047,GALLETA LINCOLN TERRABUSI 153GS X 1U,"2,000.00",-4.00,QUIPAR,UNIDAD,
1454048,FILM STRECH 10CM CRISTAL X 500G X 1U,"4,900.00",0.00,VASA,UNIDAD,
1454049,BANDEJA EXPANDIDO BCA 28CM X 1U,400.00,0.00,VASA,UNIDAD,
145405,CORBATA METALIZADA FELIZ CUMPLE C/U,"1,000.00",0.00,,UNIDAD,
1454050,BANDEJA EXPANDIDO BCA 28CM X 5U,"1,700.00",0.00,VASA,UNIDAD,
1454051,BOLSA PAPEL KRAFT N 2L X 100U,"1,800.00",0.00,VASA,UNIDAD,
1454052,BOLSA ROLLO 15X25 POLYFILM X 1U,"4,600.00",0.00,VASA,UNIDAD,
1454053,BOLSAS PPP 4 X 20 X 100U,"1,500.00",0.00,VASA,UNIDAD,
1454054,BOLSAS PPP 4 X 20 X 50U,900.00,0.00,VASA,UNIDAD,
1454056,BOLSAS PPP 6 X 20 X 100U,"1,900.00",0.00,VASA,UNIDAD,
1454057,BOLSAS PPP 6 X 20 X 50U,"1,100.00",0.00,VASA,UNIDAD,
1454058,BOLSAS PPP 6 X 20 X 20U,600.00,0.00,VASA,UNIDAD,
1454059,BOLSAS PPP 7 X 20 X 100U,"1,600.00",0.00,VASA,UNIDAD,
145406,ANTIFAZ DE ENCAJE MARIPOSA NEGRO,"3,000.00",0.00,,UNIDAD,
1454060,BOLSAS PPP 7 X 20 X 50U,"1,000.00",0.00,VASA,UNIDAD,
1454061,BOLSAS PPP 7 X 20 X 20U,550.00,0.00,VASA,UNIDAD,
1454062,BOLSAS PPP 8 X 20 X 100U,"2,000.00",0.00,VASA,UNIDAD,
1454063,BOLSAS PPP 8 X 20 X 50U,"1,200.00",0.00,VASA,UNIDAD,
1454064,BOLSAS PPP 8 X 20 X 20U,650.00,0.00,VASA,UNIDAD,
1454065,BOLSAS PPP 8 X 25 X 100U,"2,300.00",0.00,VASA,UNIDAD,
1454066,BOLSAS PPP 8 X 25 X 50U,"1,400.00",0.00,VASA,UNIDAD,
1454067,BOLSAS PPP 8 X 25 X 20U,800.00,0.00,VASA,UNIDAD,
1454068,BOLSAS PPP 12 X 15 X 100U,"2,200.00",0.00,VASA,UNIDAD,
1454069,BOLSAS PPP 12 X 15 X 50U,"1,300.00",0.00,VASA,UNIDAD,
1454070,BOLSAS PPP 12 X 15 X 20U,700.00,0.00,VASA,UNIDAD,
1454071,BOLSAS PPP 12 X 20 X 100U,"2,500.00",0.00,VASA,UNIDAD,
1454072,BOLSAS PPP 12 X 20 X 50U,"1,500.00",0.00,VASA,UNIDAD,
1454073,BOLSAS PPP 12 X 20 X 20U,800.00,0.00,VASA,UNIDAD,
1454074,BOLSAS PPP 15 X 30 X 100U,"4,000.00",0.00,VASA,UNIDAD,
1454075,BOLSAS PPP 15 X 30 X 50U,"2,400.00",0.00,VASA,UNIDAD,
1454076,BOLSAS PPP 15 X 30 X 20U,"1,400.00",0.00,VASA,UNIDAD,
1454077,BOLSAS PPP 17 X 25 X 100U,"4,000.00",0.00,VASA,UNIDAD,
1454078,BOLSAS PPP 17 X 25 X 50U,"2,400.00",0.00,VASA,UNIDAD,
1454079,BOLSAS PPP 17 X 25 X 20U,"1,400.00",0.00,VASA,UNIDAD,
145408,ANTIFAZ CARTON C/BRILLO X1,500.00,0.00,,UNIDAD,
1454080,BOLSAS PPP 20 X 25 X 100U,"4,800.00",0.00,VASA,UNIDAD,
1454081,BOLSAS PPP 20 X 25 X 50U,"2,900.00",0.00,VASA,UNIDAD,
1454082,BOLSAS PPP 20 X 25 X 20U,"1,600.00",0.00,VASA,UNIDAD,
1454083,BOLSAS PPP 22 X 30 X 100U,"5,400.00",0.00,VASA,UNIDAD,
1454084,BOLSAS PPP 22 X 30 X 50U,"3,200.00",0.00,VASA,UNIDAD,
1454085,BOLSAS PPP 22 X 30 X 20U,"1,800.00",0.00,VASA,UNIDAD,
1454086,BOLSAS PPP 30 X 40 X 100U,"8,500.00",0.00,VASA,UNIDAD,
1454087,BOLSAS PPP 30 X 40 X 50U,"5,000.00",0.00,VASA,UNIDAD,
1454088,BOLSAS PPP 30 X 40 X 10U,"1,200.00",0.00,VASA,UNIDAD,
1454089,BOLSAS PPP 45 X 60 X 100U,"21,900.00",0.00,VASA,UNIDAD,
145409,ANTIFAZ LENTEJUELAS,800.00,0.00,,UNIDAD,
1454090,BOLSAS PPP 45 X 60 X 1,300.00,0.00,VASA,UNIDAD,
1454091,VELA NUMERO GOMA EVA X 1 (CLAU),700.00,-1.00,CREACIONES CLAUDIO,UNIDAD,
1454092,VELA NUMERO MEDIANO C/BRILLO X 1U,750.00,0.00,LAURA LUZ ANGELICAL VELAS,UNIDAD,
1454093,VELA NUMERO GRANDE C/BRILLO X 1U,850.00,0.00,RICKY,UNIDAD,
1454094,VELA NUMERO COMBINADO C/BRILLO X 1U,950.00,0.00,RICKY,UNIDAD,
1454095,VELA NUMERO PLAST C/LUZ X 1U,"3,000.00",0.00,LUCA PLASTIC,UNIDAD,
1454096,VELA NUMERO MED FUTBOL X 1U,450.00,0.00,RICKY,UNIDAD,
1454097,VELA NUMERO MED COLOR-MULT X 1U,450.00,0.00,RICKY,UNIDAD,
145410,TOPPER C/CARTEL PARA FIESTAS,"2,400.00",-1.00,,UNIDAD,
1454100,ADORNO TORTA TELGOP BASE CAROL X 1,"4,200.00",0.00,ADORNITOS CAROL,UNIDAD,
145412,VINCHA CANIVAL HUESO,"1,500.00",0.00,,UNIDAD,
145414,ANTIFAZ VENECIANO PLASTICO C/GIBRE,"1,500.00",0.00,,UNIDAD,
145415,ANTIFAZ VENECIANO PLASTICO C/BRILLO,"1,500.00",0.00,,UNIDAD,
145420,TIARA METAL C/STRASS X 1U (568),"8,500.00",0.00,,UNIDAD,
145421,PEINETA C/STRASS,"3,900.00",0.00,,UNIDAD,
145422,APLIQUE DE STRASS PARA EL PELO,"5,900.00",0.00,,UNIDAD,
145426,POLVO DE HADAS,"4,500.00",0.00,,UNIDAD,
145432,PESTAÑAS POSTIZAS,"1,000.00",0.00,,UNIDAD,
145433,GEL CON GLITTER P/CUERPO 65G,"3,900.00",0.00,,UNIDAD,
145436,VINCHA FLECHA,"1,800.00",0.00,,UNIDAD,
145437,VINCHA LLAVE INGLESA,"1,800.00",0.00,,UNIDAD,
145440,LUCES LED NAVIDEÑAS 100 BLANCAS,"5,500.00",0.00,,UNIDAD,
145441,SET TIARA Y BRAZALETE MUJER MARAVILLA,"5,800.00",0.00,,UNIDAD,
145445,VARA VARITA MAGICAS DE MAGO C/U,"1,500.00",0.00,,UNIDAD,
145446,BANDA DE LUZ NAVIDEÑA,"7,500.00",0.00,,UNIDAD,
145447,INSECTOS SALTARINES,"4,500.00",0.00,,UNIDAD,
145448,VINCHA 3 ROSAS DE GOMA EVA,"5,900.00",0.00,,UNIDAD,
145449,VINCHA SEDA 3 ROSAS,"3,900.00",0.00,AICHINO HECTOR,UNIDAD,
145451,VINCHAS 3 FLORES DALIA,"5,200.00",0.00,,UNIDAD,
145452,VINCHA DIABLA TRIDENTE PLASTICA,"1,500.00",0.00,,UNIDAD,
145453,VINCHA FLORES C/CALAVERA,"4,000.00",0.00,,UNIDAD,
145454,VINCHA MALEFICA PLASTICA,"1,500.00",0.00,,UNIDAD,
145455,VINCHA VAMPIRINA NEGRA PLASTICA,"1,500.00",0.00,,UNIDAD,
145456,VINCHAS DIABLA PLASTICA,"1,500.00",0.00,,UNIDAD,
145457,VINCHA VAMPIRINA C/MOÑO PLASTICA,"2,000.00",0.00,,UNIDAD,
145458,VINCHA FLORES C/PERLA,"3,000.00",0.00,,UNIDAD,
145459,VINCHA RIGIDA HAWAIANA FLUOR,"1,800.00",0.00,,UNIDAD,
145460,VINCHA FLORES ROCOCO GOMA EVA,"2,500.00",0.00,,UNIDAD,
145461,VINCHAS MANITOS-PATITAS-SMILE FLUOR,"1,500.00",-1.00,,UNIDAD,
145463,VINCHA PORRAS FLECOS X 1,"1,500.00",0.00,CAMOGA,UNIDAD,
145464,VINCHAS FRASES FLUOR,"1,500.00",0.00,,UNIDAD,
145465,VINCHAS BIRRA FLUOR PLASTICA,"1,500.00",0.00,,UNIDAD,
145466,VINCHAS MARIPOSA,"1,500.00",0.00,,UNIDAD,
145467,VINCHAS HAWAIANA MULTICOLOR X1,"1,500.00",0.00,,UNIDAD,
145468,VINCHAS HAWAIANA MULTICOLOR X10,"10,500.00",0.00,,UNIDAD,
145469,VINCHAS MARGARITA X1,"1,900.00",0.00,,UNIDAD,
145470,VINCHAS MARGARITAS X10,"15,000.00",0.00,,UNIDAD,
145471,VINCHA DE SEDA FLORES,"3,500.00",0.00,,UNIDAD,
145473,COLLAR HAWAIANO FLUO BOLSA X25U IMAGEN,"10,900.00",-0.08,,UNIDAD,
145474,PAPEL - PLASTICO PICADO,"1,000.00",0.00,,UNIDAD,
145475,BOMBIN CRISTAL FANTASIA FLUO C/U,"1,500.00",0.00,,UNIDAD,
145477,BOMBIN FLUO X6,"6,900.00",0.00,,UNIDAD,
145478,SOMBRERO RANCHO FLUOR X24,"19,500.00",0.00,,UNIDAD,
145479,GALERA FLUO C/FAJA C/U,"2,300.00",0.00,,UNIDAD,
145480,BOMBIN FLUO LISO X12,"10,500.00",0.00,,UNIDAD,
145481,SOMBRERO FUNYI PLASTICO FLUO VS COLORES X 1U,"1,600.00",-1.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145482,SOMBRERO FUNYI FLUO C/FAJA X1,"1,800.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145483,BOMBIN HOLOGRAFICO C/FLECOS X1,"1,200.00",0.00,,UNIDAD,
145484,GALERA BAJA HOLOGRAFICA X1,990.00,0.00,,UNIDAD,
145485,SOMBRERO COWBOY PLASTICO ANIMAL PRINT X1,"2,600.00",0.00,,UNIDAD,
145486,SOMBRERO VAQUERO C/CORDON NEGRO-MARRON,"2,800.00",0.00,,UNIDAD,
145487,GALERA BAJA C/BRILLO X1,"1,300.00",0.00,,UNIDAD,
145488,BOMBIN C/BRILLO X1,"1,300.00",0.00,,UNIDAD,
145489,SOMBRERO PLASTICO COYA C/CORDON X1,"2,500.00",0.00,,UNIDAD,
145490,SOMBRERO VAQUERO C/BRILLO Y TIRA,"2,300.00",0.00,,UNIDAD,
145491,GALERA ALTA C/BRILLO X1,"2,300.00",0.00,,UNIDAD,
145492,PORRAS FLUO/METALIZADAS X1,600.00,0.00,,UNIDAD,
145494,PORRAS FLUO/METALIZADAS X 10,"5,500.00",0.00,,UNIDAD,
145495,PORRAS COLOR X1,550.00,-30.00,,UNIDAD,
145496,PORRAS COLOR X10,"4,500.00",-3.00,,UNIDAD,
145498,"PIÑATA GLOBO MEDIANA X 1U (24"")","2,200.00",-5.00,COTILLON CASA ALBERTO,UNIDAD,
145500,PELUCA HARLEY QUINN,"15,000.00",0.00,,UNIDAD,
145501,PELUCA LARGA ONDULADA COLORES,"7,100.00",0.00,,UNIDAD,
145502,PELUCA DESMECHADA LARGA,"8,900.00",0.00,,UNIDAD,
145504,PELUCA MORTICIA,"9,900.00",0.00,,UNIDAD,
145505,PELUCA CARRE VARIOS COLORES,"7,500.00",-2.00,,UNIDAD,
145506,PELUCA AFRO VARIOS COLORES,"7,000.00",0.00,,UNIDAD,
145507,PELUCA PAYASO,"6,500.00",0.00,,UNIDAD,
145508,PELUCA CHARLESTON,"12,000.00",0.00,,UNIDAD,
145509,PELUCA CRUELLA,"11,500.00",0.00,,UNIDAD,
145512,PELUCA PAYASO MULTICOLOR,"7,500.00",0.00,,UNIDAD,
145513,PELUCA METALIZADA VARIOS COLORES,"3,000.00",0.00,,UNIDAD,
145514,PELUCA ROCKERA,"7,500.00",0.00,,UNIDAD,
145515,PELUCA PIRATA CON BANDANA,"13,000.00",0.00,,UNIDAD,
145516,VINCHA CON PELO DESMECHADO,"6,000.00",0.00,,UNIDAD,
145517,PELUCA PUNK MULTICOLOR,"6,500.00",-1.00,,UNIDAD,
145518,ANTEOJO RIGIDO CON LUZ,"3,500.00",0.00,,UNIDAD,
145519,PULSERA ACRILICO CON LUZ,"1,500.00",0.00,,UNIDAD,
145520,PULSERA AUDIORITMICA CON LUZ,"1,500.00",0.00,,UNIDAD,
145521,COLGANTE LUMINOSO VS. MODELOS X 1,"1,500.00",0.00,,UNIDAD,
145522,COLGANTE ACRILICO LUMINOSO X 10,"13,000.00",0.00,,UNIDAD,
145523,ANILLO DE SILICONA CON LUZ X 1,"1,300.00",0.00,,UNIDAD,
145524,ANILLO SILICONA CON LUZ X 10,"11,000.00",0.00,,UNIDAD,
145525,PANDERETA CON LUZ,"4,000.00",0.00,,UNIDAD,
145526,PULSERA SILICONA CON LUZ,"3,000.00",0.00,,UNIDAD,
145527,MOÑO LENTEJUELAS CON LUZ,"3,000.00",-1.00,,UNIDAD,
145528,ANTEOJOS PLASTICOS UV X 1,900.00,0.00,,UNIDAD,
145529,NARIZ PAYASO CON LUZ,"2,000.00",0.00,,UNIDAD,
145530,ANTEOJOS PLASTICOS UV X 12,"9,000.00",0.00,,UNIDAD,
145531,VARITA LUMINOSA ACRILICO 21 CM X 1,"1,800.00",0.00,,UNIDAD,
145532,VARITA LUMINOSA ACRILICO 21 CM X 12,"18,000.00",0.00,,UNIDAD,
145533,ANTEOJO FLOGUER METALIZADO X 1,"2,000.00",0.00,,UNIDAD,
145534,PULSERA MAGICA COLORES X 1,300.00,0.00,,UNIDAD,
145535,PULSERA MAGICA COLORES X 10,"2,500.00",0.00,,UNIDAD,
145536,ANTEOJO PLASTICO DECADAS X 1,"2,000.00",0.00,,UNIDAD,
145537,ANTEOJO ACRILICO CON AROS METALIZ X 1,"4,500.00",0.00,,UNIDAD,
145538,ANTEOJO ACRILICO FORMAS VARIAS X 1,"2,200.00",0.00,,UNIDAD,
145540,ANTEOJO HIPPIE X 1,"3,000.00",0.00,,UNIDAD,
145541,ANTEOJO ACRILICO MARCO BLANCO X 1,"3,000.00",-1.00,,UNIDAD,
145542,ANTEOJO NEGRO MARCO BLANCO CHICO X 1,"4,500.00",0.00,,UNIDAD,
145544,ANTEOJO ACRILICO TRANSP X 1,"4,500.00",-1.00,,UNIDAD,
145545,ANTEOJOS FASHION C/STRASS X 1,"4,500.00",0.00,,UNIDAD,
145546,ANTEOJOS MINECRAFT VIOLETA X 1,"3,000.00",0.00,,UNIDAD,
145547,ANTEOJOS PIXEL VS. COLORES,"2,000.00",0.00,,UNIDAD,
145548,ANTEOJO ACRILICO CUADRADOS VS. COLORES X 1,"4,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
145549,ANTEOJO DORADOS FELIZ CUMPLE X 1,"4,500.00",0.00,,UNIDAD,
145551,PULSERA NEON X 1,500.00,-100.00,,UNIDAD,
145552,PULSERA NEON X 10,"2,500.00",-10.00,,UNIDAD,
145553,PULSERA NEON X 50,"7,500.00",-2.00,,UNIDAD,
145554,CARETA PURGA CON LUZ,"15,500.00",0.00,,UNIDAD,
145555,VASO TRAGO LARGO CON LUZ X 1,"2,200.00",0.00,,UNIDAD,
145557,NARIZ PAYASO GOMA ESPUMA X 1,"1,000.00",-8.00,,UNIDAD,
145558,MOÑO CABALLERO PAÑO X 1,"1,000.00",0.00,,UNIDAD,
145559,MOÑO TELA FLUOR GRANDE X 1,"2,000.00",0.00,,UNIDAD,
145560,MOÑO TELA FLUO CHICO X 1,550.00,0.00,,UNIDAD,
145561,MOÑO PLASTICO FANTASIA X 1,300.00,0.00,,UNIDAD,
145562,ANTEOJOS NERD,"2,000.00",0.00,,UNIDAD,
145563,ANTIFAZ VENECIANO PUNTILLAS GEMA Y PLUMAS X 1,"5,500.00",-1.00,,UNIDAD,
145565,BANDERIN REVELACION ROSA/CELESTE,"3,500.00",0.00,,UNIDAD,
145566,PLATOS IMPRESOS - MI BAUTISMO ROSA X 8,"1,200.00",0.00,,UNIDAD,
145567,CAJA C/ VISOR BABY X 4,"8,800.00",0.00,,UNIDAD,
145568,INVITACION BAUTISMO CELESTE X 10,600.00,0.00,,UNIDAD,
145569,ESTRELLA SHERIFF X 1,"2,000.00",0.00,,UNIDAD,
145570,ESTRELLA SHERIFF,"1,500.00",0.00,,UNIDAD,
145571,PULSERA CUERO DARK X 1,"1,800.00",0.00,,UNIDAD,
145572,PARCHE PIRATA PLASTICO X 1,350.00,0.00,,UNIDAD,
145573,STRASS LETRAS,"2,000.00",0.00,,UNIDAD,
145575,STRASS PLANCHA,"2,000.00",0.00,,UNIDAD,
145576,STRASS Y PERLAS ADHESIVAS,"2,000.00",-1.00,,UNIDAD,
145577,STRASS ADHESIVO VS. TAMAÑOS,"2,000.00",0.00,,UNIDAD,
145578,STRASS Y GEMAS ADHESIVAS VS. TAMAÑOS,"2,500.00",0.00,,UNIDAD,
145579,TATUAJES SURTIDOS,500.00,0.00,,UNIDAD,
145580,STRASS ADHESIVO MINI,500.00,0.00,,UNIDAD,
145581,STRASS SUPER MINI,400.00,0.00,,UNIDAD,
145582,TATUAJES EGIPCIOS X PLANCHA,"2,000.00",0.00,,UNIDAD,
145583,REVOLVER COWBOY GRANDE,"5,900.00",0.00,,UNIDAD,
145584,REVOLVER CHICO NEGRO/GRIS X 1,"1,800.00",0.00,,UNIDAD,
145585,PISTOLA/TRABUCO PIRATA X 1,"2,500.00",0.00,,UNIDAD,
145586,REVOLVER/TRABUCO PIRATA GRANDE,"3,500.00",0.00,,UNIDAD,
145587,GARFIO PIRATA X 1,"4,000.00",0.00,,UNIDAD,
